video_path,video_size,status,processing_time,total_time,ssim_score,input_resolution,output_resolution,ram_usage_mb,output_url,model_settings
/home/jovyan/Saka/videos/Video Upscaler Anime.mp4,3819693,success,202.93428325653076,204.96706247329712,0.9374007086552856,"{'width': 704, 'height': 1248}","{'width': 2816, 'height': 4992}",8691.921875,https://sakaresults.s3.ap-south-1.amazonaws.com/videos/enhanced_993db1a9-4724-4c56-aea1-be8a1c07920a.mp4,"{'model_name': '4x UltraSharp', 'scale_factor': 4, 'calculate_ssim': True}"
